Customer ID,Age,Gender,Purchase Amount (USD),Location,Season,Subscription Status,Payment Method,Previous Purchases,Preferred Payment Method,Frequency of Purchases
331,46,Male,51,North Dakota,Winter,Yes,Bank Transfer,43,Venmo,Bi-Weekly
332,31,Male,98,Florida,Fall,Yes,Credit Card,46,PayPal,Quarterly
333,19,Male,86,New York,Winter,Yes,Cash,5,Credit Card,Monthly
334,39,Male,64,Alaska,Winter,Yes,Cash,15,Bank Transfer,Bi-Weekly
335,41,Male,46,Kansas,Fall,Yes,PayPal,30,Credit Card,Annually
336,20,Male,85,Oregon,Spring,Yes,Cash,44,Venmo,Every 3 Months
337,36,Male,81,Rhode Island,Fall,Yes,Debit Card,16,PayPal,Annually
338,32,Male,59,New Mexico,Winter,Yes,Cash,16,Bank Transfer,Annually
339,69,Male,79,Massachusetts,Winter,Yes,Venmo,16,Cash,Weekly
340,40,Male,33,Pennsylvania,Spring,Yes,Credit Card,21,Credit Card,Every 3 Months
341,40,Male,47,New Jersey,Summer,Yes,Cash,39,Venmo,Every 3 Months
342,20,Male,20,Utah,Summer,Yes,Credit Card,40,Debit Card,Bi-Weekly
343,64,Male,36,Kentucky,Spring,Yes,Bank Transfer,48,Credit Card,Every 3 Months
344,27,Male,39,Nebraska,Summer,Yes,Cash,26,Venmo,Monthly
345,24,Male,71,Virginia,Winter,Yes,PayPal,46,Debit Card,Monthly
346,48,Male,59,Wyoming,Winter,Yes,Cash,27,Bank Transfer,Annually
347,49,Male,50,New Mexico,Spring,Yes,Credit Card,5,Cash,Weekly
348,36,Male,41,Oregon,Fall,Yes,Credit Card,43,PayPal,Fortnightly
349,56,Male,59,South Carolina,Fall,Yes,Bank Transfer,17,PayPal,Fortnightly
350,37,Male,87,Arizona,Winter,Yes,Cash,3,Bank Transfer,Bi-Weekly
351,42,Male,68,Kentucky,Spring,Yes,Venmo,47,Bank Transfer,Fortnightly
352,28,Male,90,New York,Winter,Yes,Cash,24,Debit Card,Bi-Weekly
353,27,Male,71,Texas,Fall,Yes,Venmo,12,Cash,Every 3 Months
354,63,Male,64,Missouri,Fall,Yes,Credit Card,35,Debit Card,Monthly
355,58,Male,76,Pennsylvania,Fall,Yes,PayPal,42,Venmo,Weekly
356,37,Male,42,Oregon,Fall,Yes,Credit Card,1,PayPal,Every 3 Months
357,56,Male,80,Nevada,Spring,Yes,Debit Card,27,Cash,Weekly
358,18,Male,56,Arkansas,Spring,Yes,Bank Transfer,16,Credit Card,Bi-Weekly
359,48,Male,25,Minnesota,Summer,Yes,Debit Card,36,Credit Card,Every 3 Months
360,31,Male,74,Georgia,Winter,Yes,Debit Card,30,Credit Card,Every 3 Months
361,51,Male,30,Rhode Island,Summer,Yes,Bank Transfer,18,Debit Card,Fortnightly
362,65,Male,96,Nevada,Spring,Yes,Bank Transfer,45,Cash,Annually
363,53,Male,64,Texas,Fall,Yes,Cash,1,Venmo,Fortnightly
364,55,Male,88,Florida,Winter,Yes,Cash,42,Bank Transfer,Fortnightly
365,62,Male,88,North Dakota,Summer,Yes,Debit Card,7,Venmo,Every 3 Months
366,55,Male,88,West Virginia,Summer,Yes,PayPal,50,PayPal,Quarterly
367,64,Male,36,Nebraska,Spring,Yes,Bank Transfer,37,Venmo,Fortnightly
368,52,Male,40,Tennessee,Spring,Yes,Credit Card,18,Bank Transfer,Monthly
369,24,Male,39,Oklahoma,Spring,Yes,Venmo,29,Cash,Monthly
370,38,Male,40,Wisconsin,Summer,Yes,Cash,45,PayPal,Quarterly
371,59,Male,34,Oregon,Winter,Yes,Credit Card,13,PayPal,Weekly
372,27,Male,83,North Carolina,Winter,Yes,Bank Transfer,47,PayPal,Monthly
373,24,Male,85,Pennsylvania,Summer,Yes,Credit Card,7,Debit Card,Weekly
374,23,Male,27,North Dakota,Summer,Yes,Bank Transfer,11,Venmo,Bi-Weekly
375,69,Male,78,Ohio,Spring,Yes,Bank Transfer,39,Bank Transfer,Monthly
376,59,Male,32,Oklahoma,Summer,Yes,Debit Card,6,Debit Card,Quarterly
377,51,Male,51,South Carolina,Fall,Yes,PayPal,2,Venmo,Bi-Weekly
378,63,Male,32,Maine,Spring,Yes,Debit Card,39,Credit Card,Every 3 Months
379,54,Male,62,Nevada,Winter,Yes,Cash,23,Credit Card,Monthly
380,32,Male,29,Montana,Fall,Yes,Debit Card,46,Debit Card,Bi-Weekly
381,39,Male,69,New Hampshire,Fall,Yes,PayPal,19,Bank Transfer,Weekly
382,66,Male,25,Maine,Winter,Yes,Debit Card,3,Credit Card,Every 3 Months
383,28,Male,76,California,Winter,Yes,PayPal,47,PayPal,Quarterly
384,50,Male,77,West Virginia,Fall,Yes,Credit Card,6,PayPal,Quarterly
385,70,Male,33,California,Fall,Yes,Credit Card,6,Venmo,Annually
386,67,Male,93,West Virginia,Fall,Yes,Credit Card,12,Credit Card,Bi-Weekly
387,64,Male,39,Louisiana,Spring,Yes,Cash,40,PayPal,Quarterly
388,45,Male,93,Georgia,Summer,Yes,Cash,38,PayPal,Fortnightly
389,22,Male,82,Washington,Summer,Yes,Credit Card,10,PayPal,Quarterly
390,27,Male,42,Virginia,Spring,Yes,Venmo,28,Bank Transfer,Monthly
391,25,Male,71,Indiana,Winter,Yes,Debit Card,19,PayPal,Annually
392,37,Male,86,Minnesota,Spring,Yes,Cash,25,Cash,Fortnightly
393,26,Male,82,Idaho,Spring,Yes,PayPal,38,Credit Card,Annually
394,33,Male,65,Vermont,Fall,Yes,Credit Card,6,PayPal,Fortnightly
395,43,Male,29,North Dakota,Spring,Yes,PayPal,7,Debit Card,Bi-Weekly
396,37,Male,65,Rhode Island,Winter,Yes,Cash,2,PayPal,Annually
397,46,Male,88,South Carolina,Fall,Yes,Bank Transfer,24,Bank Transfer,Annually
398,22,Male,46,Mississippi,Fall,Yes,Venmo,26,Cash,Annually
399,20,Male,67,Montana,Winter,Yes,PayPal,25,Debit Card,Every 3 Months
400,60,Male,35,Idaho,Fall,Yes,Credit Card,10,Debit Card,Monthly
401,39,Male,66,Utah,Winter,Yes,Venmo,14,PayPal,Fortnightly
402,43,Male,91,Oklahoma,Fall,Yes,Bank Transfer,21,Cash,Quarterly
403,31,Male,78,California,Fall,Yes,PayPal,26,PayPal,Monthly
404,19,Male,45,Nevada,Winter,Yes,Credit Card,12,Bank Transfer,Annually
405,35,Male,93,Delaware,Spring,Yes,Credit Card,11,Credit Card,Monthly
406,41,Male,74,South Carolina,Summer,Yes,Debit Card,15,Cash,Annually
407,52,Male,55,Maryland,Spring,Yes,Debit Card,13,Cash,Monthly
408,45,Male,76,North Carolina,Spring,Yes,Debit Card,5,Credit Card,Bi-Weekly
409,34,Male,66,Alabama,Spring,Yes,Credit Card,36,Cash,Fortnightly
410,35,Male,51,Minnesota,Winter,Yes,Debit Card,32,Bank Transfer,Monthly
411,29,Male,26,Virginia,Spring,Yes,Debit Card,1,Credit Card,Quarterly
412,59,Male,29,Michigan,Summer,Yes,Cash,15,PayPal,Annually
413,24,Male,74,Maine,Summer,Yes,Venmo,3,Bank Transfer,Weekly
414,70,Male,99,Nevada,Summer,Yes,Debit Card,48,Cash,Monthly
415,29,Male,88,Wyoming,Winter,Yes,Bank Transfer,30,Debit Card,Weekly
416,67,Male,31,Connecticut,Winter,Yes,Venmo,40,Bank Transfer,Monthly
417,36,Male,55,Oregon,Spring,Yes,Bank Transfer,24,Bank Transfer,Fortnightly
418,23,Male,81,Mississippi,Fall,Yes,PayPal,48,Debit Card,Quarterly
419,18,Male,73,Illinois,Spring,Yes,Cash,27,Venmo,Bi-Weekly
420,53,Male,91,Utah,Winter,Yes,Credit Card,14,Credit Card,Every 3 Months
421,32,Male,54,North Carolina,Spring,Yes,Credit Card,18,Debit Card,Bi-Weekly
422,38,Male,40,Kentucky,Winter,Yes,Cash,48,Cash,Bi-Weekly
423,47,Male,59,Minnesota,Fall,Yes,Bank Transfer,32,Debit Card,Annually
424,46,Male,26,New York,Spring,Yes,Bank Transfer,21,Credit Card,Bi-Weekly
425,66,Male,23,Illinois,Winter,Yes,Credit Card,42,PayPal,Fortnightly
426,40,Male,87,North Dakota,Winter,Yes,Debit Card,4,Credit Card,Quarterly
427,43,Male,71,Louisiana,Winter,Yes,Cash,19,Credit Card,Quarterly
428,58,Male,91,Illinois,Winter,Yes,Cash,6,Credit Card,Quarterly
429,21,Male,64,Wyoming,Winter,Yes,Venmo,2,Debit Card,Fortnightly
430,42,Male,94,Washington,Winter,Yes,Venmo,21,Cash,Fortnightly
431,24,Male,40,Texas,Summer,Yes,Debit Card,40,Debit Card,Annually
432,43,Male,76,New Hampshire,Winter,Yes,Credit Card,33,Cash,Fortnightly
433,47,Male,86,Indiana,Fall,Yes,Debit Card,26,Venmo,Weekly
434,49,Male,92,Alabama,Fall,Yes,Bank Transfer,23,Credit Card,Fortnightly
435,50,Male,52,Oklahoma,Spring,Yes,Bank Transfer,39,PayPal,Every 3 Months
436,51,Male,28,Montana,Winter,Yes,PayPal,42,Bank Transfer,Monthly
437,40,Male,46,Tennessee,Summer,Yes,Cash,41,Bank Transfer,Weekly
438,45,Male,50,New Mexico,Summer,Yes,Credit Card,41,PayPal,Annually
439,52,Male,23,Iowa,Winter,Yes,Cash,12,Credit Card,Fortnightly
440,62,Male,50,Idaho,Summer,Yes,PayPal,31,Cash,Monthly
441,20,Male,89,Oklahoma,Winter,Yes,Debit Card,34,Debit Card,Fortnightly
442,43,Male,81,Florida,Winter,Yes,Bank Transfer,32,Credit Card,Annually
443,29,Male,69,Michigan,Fall,Yes,Bank Transfer,31,Credit Card,Quarterly
444,22,Male,67,Hawaii,Summer,Yes,PayPal,24,PayPal,Annually
445,48,Male,20,California,Summer,Yes,Debit Card,31,Debit Card,Annually
446,42,Male,29,Iowa,Fall,Yes,Bank Transfer,18,Venmo,Annually
447,19,Male,74,West Virginia,Summer,Yes,Bank Transfer,15,Venmo,Monthly
448,60,Male,82,Washington,Spring,Yes,Venmo,7,Bank Transfer,Every 3 Months
449,32,Male,23,Missouri,Summer,Yes,Credit Card,35,Bank Transfer,Fortnightly
450,26,Male,45,New York,Summer,Yes,PayPal,35,Bank Transfer,Monthly
451,25,Male,21,Connecticut,Summer,Yes,Venmo,19,Credit Card,Monthly
452,66,Male,31,Virginia,Summer,Yes,Cash,26,Credit Card,Fortnightly
453,45,Male,45,Missouri,Summer,Yes,Debit Card,39,PayPal,Fortnightly
454,54,Male,56,Nebraska,Winter,Yes,Cash,22,Credit Card,Weekly
455,37,Male,97,New Jersey,Summer,Yes,Debit Card,14,Cash,Bi-Weekly
456,54,Male,100,Utah,Fall,Yes,Credit Card,50,Debit Card,Fortnightly
457,50,Male,96,North Carolina,Fall,Yes,Bank Transfer,33,Credit Card,Quarterly
458,25,Male,99,Rhode Island,Spring,Yes,Credit Card,48,Debit Card,Every 3 Months
459,47,Male,91,Arkansas,Winter,Yes,Debit Card,48,PayPal,Monthly
460,63,Male,30,Maryland,Winter,Yes,Debit Card,27,PayPal,Fortnightly
461,64,Male,65,South Carolina,Summer,Yes,Venmo,27,Bank Transfer,Weekly
462,18,Male,93,Ohio,Winter,Yes,Cash,20,Venmo,Weekly
463,59,Male,81,Illinois,Fall,Yes,Debit Card,48,Venmo,Every 3 Months
464,37,Male,81,Georgia,Summer,Yes,Venmo,29,Venmo,Weekly
465,23,Male,52,Alabama,Winter,Yes,PayPal,45,PayPal,Monthly
466,54,Male,88,Oklahoma,Summer,Yes,Cash,25,Cash,Quarterly
467,38,Male,24,Vermont,Winter,Yes,Credit Card,25,PayPal,Weekly
468,19,Male,51,Nebraska,Spring,Yes,Credit Card,37,Debit Card,Every 3 Months
469,34,Male,38,Georgia,Fall,Yes,Bank Transfer,16,Cash,Quarterly
470,21,Male,46,Alabama,Fall,Yes,Debit Card,30,Debit Card,Bi-Weekly
471,50,Male,63,Minnesota,Summer,Yes,Cash,6,Cash,Every 3 Months
472,55,Male,72,Missouri,Winter,Yes,Credit Card,36,Bank Transfer,Quarterly
473,20,Male,39,Georgia,Winter,Yes,Cash,3,Bank Transfer,Quarterly
474,34,Male,42,West Virginia,Spring,Yes,Venmo,29,PayPal,Every 3 Months
475,62,Male,76,Arkansas,Summer,Yes,Debit Card,15,Cash,Quarterly
476,21,Male,66,Ohio,Summer,Yes,Cash,18,Debit Card,Annually
477,21,Male,90,Connecticut,Spring,Yes,Venmo,2,Debit Card,Fortnightly
478,42,Male,56,North Dakota,Summer,Yes,Credit Card,49,Debit Card,Weekly
479,35,Male,43,Kansas,Winter,Yes,Debit Card,48,Venmo,Annually
480,39,Male,84,Iowa,Winter,Yes,Bank Transfer,43,Venmo,Monthly
481,68,Male,88,Vermont,Summer,Yes,Credit Card,30,Debit Card,Bi-Weekly
482,46,Male,88,Wisconsin,Fall,Yes,PayPal,10,PayPal,Fortnightly
483,41,Male,42,Connecticut,Winter,Yes,PayPal,11,Venmo,Annually
484,23,Male,73,Oklahoma,Fall,Yes,Venmo,12,Debit Card,Weekly
485,68,Male,73,Missouri,Summer,Yes,Credit Card,28,Bank Transfer,Quarterly
486,48,Male,44,Tennessee,Spring,Yes,Debit Card,36,Debit Card,Fortnightly
487,38,Male,63,New Mexico,Fall,Yes,Debit Card,37,Venmo,Every 3 Months
488,41,Male,68,Iowa,Winter,Yes,Credit Card,22,Credit Card,Quarterly
489,58,Male,29,Maine,Spring,Yes,Venmo,32,Venmo,Weekly
490,49,Male,85,South Dakota,Summer,Yes,Venmo,40,PayPal,Annually
491,57,Male,42,Colorado,Winter,Yes,PayPal,47,Cash,Monthly
492,49,Male,69,Vermont,Summer,Yes,Bank Transfer,24,Credit Card,Bi-Weekly
493,50,Male,62,Michigan,Fall,Yes,PayPal,11,Debit Card,Weekly
494,28,Male,48,Nevada,Summer,Yes,Debit Card,19,Cash,Bi-Weekly
495,38,Male,68,Indiana,Winter,Yes,PayPal,42,Debit Card,Weekly
496,33,Male,36,Michigan,Fall,Yes,Credit Card,6,Debit Card,Fortnightly
497,30,Male,63,California,Fall,Yes,Venmo,31,Venmo,Fortnightly
498,43,Male,39,Oklahoma,Winter,Yes,Bank Transfer,31,Cash,Weekly
499,43,Male,78,Iowa,Spring,Yes,PayPal,27,Bank Transfer,Monthly
500,36,Male,99,Rhode Island,Winter,Yes,Credit Card,24,PayPal,Monthly
501,36,Male,31,Washington,Fall,Yes,Bank Transfer,35,Venmo,Every 3 Months
502,64,Male,45,Florida,Spring,Yes,Debit Card,21,Venmo,Annually
503,59,Male,30,South Carolina,Fall,Yes,Cash,8,PayPal,Fortnightly
504,55,Male,24,West Virginia,Summer,Yes,Credit Card,26,Bank Transfer,Quarterly
505,42,Male,22,Missouri,Winter,Yes,Bank Transfer,26,PayPal,Annually
506,61,Male,63,Maine,Spring,Yes,Credit Card,9,Cash,Bi-Weekly
507,28,Male,40,Georgia,Fall,Yes,Cash,48,Debit Card,Annually
508,65,Male,20,Maine,Spring,Yes,Bank Transfer,33,Debit Card,Fortnightly
509,27,Male,20,Illinois,Winter,Yes,Cash,31,PayPal,Quarterly
510,41,Male,80,Delaware,Summer,Yes,Bank Transfer,17,Debit Card,Weekly
511,21,Male,87,West Virginia,Fall,Yes,Credit Card,22,Venmo,Annually
512,61,Male,46,Hawaii,Fall,Yes,Debit Card,8,PayPal,Annually
513,19,Male,49,New York,Winter,Yes,Credit Card,2,Bank Transfer,Monthly
514,22,Male,65,New Mexico,Fall,Yes,PayPal,45,Venmo,Annually
515,64,Male,62,Indiana,Winter,Yes,Debit Card,47,PayPal,Quarterly
516,28,Male,67,Kentucky,Spring,Yes,Credit Card,7,Cash,Monthly
517,34,Male,41,West Virginia,Fall,Yes,Cash,19,Debit Card,Bi-Weekly
518,61,Male,49,North Dakota,Fall,Yes,Debit Card,44,Cash,Every 3 Months
519,24,Male,100,Oregon,Fall,Yes,PayPal,16,Venmo,Every 3 Months
520,19,Male,54,Minnesota,Summer,Yes,Cash,17,Bank Transfer,Quarterly
521,51,Male,84,South Carolina,Spring,Yes,Bank Transfer,20,Debit Card,Quarterly
522,36,Male,41,Vermont,Winter,Yes,Credit Card,50,Bank Transfer,Annually
523,65,Male,88,Minnesota,Spring,Yes,PayPal,37,Cash,Quarterly
524,46,Male,40,Delaware,Spring,Yes,Cash,5,PayPal,Quarterly
525,59,Male,39,Pennsylvania,Summer,Yes,Venmo,44,PayPal,Annually
526,51,Male,37,Iowa,Spring,Yes,Credit Card,41,Debit Card,Monthly
527,51,Male,52,New Jersey,Winter,Yes,Cash,19,Cash,Monthly
528,21,Male,23,South Carolina,Winter,Yes,Bank Transfer,47,Bank Transfer,Every 3 Months
529,34,Male,88,Maryland,Winter,Yes,Venmo,40,Cash,Annually
530,32,Male,84,California,Fall,Yes,Cash,6,Credit Card,Monthly
531,48,Male,37,Montana,Winter,Yes,Venmo,25,Credit Card,Bi-Weekly
532,50,Male,51,Vermont,Fall,Yes,Bank Transfer,42,Cash,Weekly
533,26,Male,76,Texas,Winter,Yes,Bank Transfer,35,Bank Transfer,Every 3 Months
534,57,Male,60,North Carolina,Spring,Yes,PayPal,17,Debit Card,Weekly
535,65,Male,72,Florida,Fall,Yes,Bank Transfer,4,PayPal,Quarterly
536,56,Male,45,West Virginia,Spring,Yes,Credit Card,24,Bank Transfer,Weekly
537,44,Male,84,Illinois,Fall,Yes,Debit Card,16,Debit Card,Every 3 Months
538,50,Male,49,Virginia,Summer,Yes,Credit Card,14,Debit Card,Annually
539,27,Male,22,Virginia,Spring,Yes,PayPal,43,Cash,Weekly
540,49,Male,48,Wyoming,Winter,Yes,Cash,49,Debit Card,Weekly
541,49,Male,37,South Carolina,Spring,Yes,Venmo,33,Cash,Every 3 Months
542,52,Male,27,Connecticut,Fall,Yes,Bank Transfer,45,Cash,Bi-Weekly
543,27,Male,79,Illinois,Spring,Yes,Venmo,35,Cash,Bi-Weekly
544,53,Male,98,Alabama,Spring,Yes,Debit Card,11,Credit Card,Monthly
545,34,Male,64,Washington,Summer,Yes,Cash,30,Bank Transfer,Every 3 Months
546,33,Male,32,Alabama,Summer,Yes,Bank Transfer,48,Debit Card,Annually
547,62,Male,74,New Mexico,Winter,Yes,Cash,45,Venmo,Bi-Weekly
548,38,Male,50,Nevada,Winter,Yes,Debit Card,26,Venmo,Weekly
549,36,Male,64,Nebraska,Winter,Yes,PayPal,41,Debit Card,Every 3 Months
550,31,Male,29,Arizona,Fall,Yes,Cash,37,Venmo,Bi-Weekly
551,62,Male,62,Georgia,Summer,Yes,Cash,12,PayPal,Weekly
552,29,Male,78,Idaho,Fall,Yes,Venmo,27,Cash,Bi-Weekly
553,24,Male,94,Missouri,Fall,Yes,Bank Transfer,18,Bank Transfer,Weekly
554,63,Male,59,Florida,Winter,Yes,Venmo,15,Credit Card,Quarterly
555,56,Male,47,Minnesota,Summer,Yes,PayPal,34,Bank Transfer,Weekly
556,63,Male,57,Maine,Fall,Yes,Bank Transfer,37,Venmo,Annually
557,40,Male,90,Montana,Winter,Yes,Credit Card,21,Cash,Fortnightly
558,18,Male,60,Alaska,Spring,Yes,PayPal,31,Debit Card,Weekly
559,50,Male,77,Iowa,Fall,Yes,Venmo,43,Debit Card,Every 3 Months
560,66,Male,41,Arizona,Fall,Yes,Bank Transfer,22,Bank Transfer,Monthly
561,25,Male,48,Louisiana,Fall,Yes,PayPal,12,Debit Card,Annually
562,65,Male,65,Alabama,Fall,Yes,Credit Card,25,PayPal,Fortnightly
563,53,Male,62,Missouri,Summer,Yes,PayPal,40,Debit Card,Annually
564,61,Male,99,Idaho,Fall,Yes,PayPal,16,Debit Card,Quarterly
565,67,Male,58,Florida,Winter,Yes,Cash,30,Bank Transfer,Weekly
566,59,Male,43,Idaho,Fall,Yes,Bank Transfer,10,Venmo,Weekly
567,55,Male,93,Alabama,Spring,Yes,PayPal,1,Debit Card,Fortnightly
568,21,Male,50,New Hampshire,Winter,Yes,Venmo,24,Venmo,Fortnightly
569,44,Male,88,Utah,Summer,Yes,Bank Transfer,36,PayPal,Monthly
570,65,Male,33,Alabama,Fall,Yes,PayPal,46,Credit Card,Every 3 Months
571,65,Male,99,Iowa,Fall,Yes,Credit Card,20,Cash,Annually
572,54,Male,76,Kentucky,Spring,Yes,Venmo,37,Venmo,Weekly
573,56,Male,97,South Carolina,Summer,Yes,Credit Card,26,Bank Transfer,Annually
574,58,Male,68,California,Summer,Yes,Cash,23,Credit Card,Bi-Weekly
575,54,Male,79,Maine,Fall,Yes,PayPal,20,Bank Transfer,Bi-Weekly
576,58,Male,86,Nebraska,Fall,Yes,Venmo,38,PayPal,Monthly
577,48,Male,68,Washington,Winter,Yes,Venmo,5,Credit Card,Every 3 Months
578,19,Male,52,Alabama,Fall,Yes,PayPal,41,Venmo,Annually
579,69,Male,90,Maine,Fall,Yes,Debit Card,22,Credit Card,Fortnightly
580,58,Male,41,California,Winter,Yes,Debit Card,48,Credit Card,Annually
581,49,Male,80,Iowa,Spring,Yes,PayPal,10,PayPal,Weekly
582,32,Male,100,Iowa,Winter,Yes,Credit Card,12,Bank Transfer,Every 3 Months
583,40,Male,77,Colorado,Spring,Yes,Debit Card,2,Bank Transfer,Quarterly
584,25,Male,78,California,Spring,Yes,PayPal,38,PayPal,Monthly
585,70,Male,94,Indiana,Spring,Yes,PayPal,20,Debit Card,Monthly
586,69,Male,23,South Carolina,Fall,Yes,Credit Card,5,Cash,Every 3 Months
587,45,Male,20,Wisconsin,Winter,Yes,Venmo,9,Venmo,Annually
588,29,Male,86,Washington,Fall,Yes,PayPal,48,Debit Card,Every 3 Months
589,47,Male,60,South Dakota,Fall,Yes,Debit Card,9,Debit Card,Quarterly
590,28,Male,70,Minnesota,Fall,Yes,Debit Card,40,PayPal,Annually
591,64,Male,39,Alaska,Fall,Yes,Credit Card,30,Venmo,Fortnightly
592,47,Male,37,Kentucky,Fall,Yes,Credit Card,6,Debit Card,Bi-Weekly
593,60,Male,29,North Dakota,Fall,Yes,Venmo,42,Venmo,Every 3 Months
594,67,Male,35,Alaska,Winter,Yes,Cash,9,PayPal,Every 3 Months
595,35,Male,83,Oklahoma,Winter,Yes,Cash,6,Debit Card,Monthly
596,30,Male,77,Delaware,Summer,Yes,Credit Card,47,PayPal,Quarterly
597,23,Male,37,Montana,Summer,Yes,PayPal,36,Venmo,Annually
598,70,Male,69,Alaska,Summer,Yes,Bank Transfer,19,Bank Transfer,Fortnightly
599,21,Male,66,California,Winter,Yes,Credit Card,30,Cash,Every 3 Months
600,51,Male,26,Massachusetts,Spring,Yes,Cash,27,Debit Card,Every 3 Months
601,22,Male,63,South Carolina,Spring,Yes,Debit Card,25,Venmo,Monthly
602,32,Male,38,West Virginia,Summer,Yes,Cash,5,Cash,Fortnightly
603,37,Male,58,Oregon,Summer,Yes,Venmo,10,Cash,Every 3 Months
604,31,Male,46,Massachusetts,Winter,Yes,Debit Card,26,PayPal,Every 3 Months
605,44,Male,92,West Virginia,Fall,Yes,Bank Transfer,11,Credit Card,Every 3 Months
606,40,Male,32,California,Winter,Yes,Debit Card,17,Bank Transfer,Weekly
607,27,Male,90,Colorado,Spring,Yes,Credit Card,44,PayPal,Monthly
608,47,Male,23,Indiana,Fall,Yes,PayPal,44,Cash,Monthly
609,41,Male,25,Delaware,Fall,Yes,Debit Card,21,Venmo,Every 3 Months
610,51,Male,54,Ohio,Fall,Yes,Cash,49,Credit Card,Fortnightly
611,53,Male,72,Oklahoma,Summer,Yes,Debit Card,27,Bank Transfer,Every 3 Months
612,43,Male,33,California,Winter,Yes,Credit Card,19,Cash,Monthly
613,67,Male,43,New Hampshire,Fall,Yes,PayPal,33,Credit Card,Quarterly
614,61,Male,51,Pennsylvania,Fall,Yes,Cash,46,Cash,Bi-Weekly
615,68,Male,85,Idaho,Winter,Yes,Cash,21,Credit Card,Bi-Weekly
616,67,Male,100,Maryland,Summer,Yes,Debit Card,23,Venmo,Annually
617,29,Male,72,Pennsylvania,Spring,Yes,Cash,38,Credit Card,Every 3 Months
618,50,Male,57,Colorado,Fall,Yes,Debit Card,2,Bank Transfer,Quarterly
619,61,Male,94,Indiana,Spring,Yes,Credit Card,21,Debit Card,Bi-Weekly
620,19,Male,34,Nebraska,Summer,Yes,Debit Card,1,Debit Card,Every 3 Months
621,33,Male,89,Rhode Island,Fall,Yes,PayPal,10,Venmo,Every 3 Months
622,51,Male,27,Kansas,Fall,Yes,Debit Card,45,Credit Card,Weekly
623,69,Male,63,Georgia,Spring,Yes,Credit Card,44,Bank Transfer,Fortnightly
624,19,Male,70,Nevada,Fall,Yes,Bank Transfer,48,PayPal,Bi-Weekly
625,55,Male,87,South Carolina,Fall,Yes,Venmo,21,PayPal,Annually
626,49,Male,79,Delaware,Fall,Yes,Venmo,1,Venmo,Weekly
627,31,Male,79,New Hampshire,Spring,Yes,Credit Card,10,Venmo,Annually
628,42,Male,44,Oregon,Winter,Yes,Venmo,24,PayPal,Monthly
629,69,Male,85,Massachusetts,Fall,Yes,Venmo,29,Credit Card,Monthly
630,26,Male,90,Vermont,Spring,Yes,Bank Transfer,11,Debit Card,Annually
631,41,Male,94,Mississippi,Fall,Yes,Cash,33,Debit Card,Annually
632,55,Male,68,Washington,Summer,Yes,Venmo,27,Cash,Fortnightly
633,35,Male,51,Wyoming,Winter,Yes,Venmo,19,Venmo,Fortnightly
634,66,Male,33,Minnesota,Spring,Yes,Bank Transfer,50,Debit Card,Quarterly
635,36,Male,60,Ohio,Summer,Yes,Bank Transfer,46,PayPal,Weekly
636,27,Male,59,South Carolina,Fall,Yes,PayPal,28,Cash,Quarterly
637,41,Male,30,Wisconsin,Summer,Yes,Cash,14,Bank Transfer,Every 3 Months
638,21,Male,20,Tennessee,Winter,Yes,Cash,46,Cash,Fortnightly
639,53,Male,20,Maryland,Summer,Yes,Venmo,41,PayPal,Monthly
640,54,Male,24,Mississippi,Spring,Yes,Credit Card,50,Credit Card,Annually
641,53,Male,88,Minnesota,Summer,Yes,Debit Card,28,Debit Card,Fortnightly
642,47,Male,78,Alaska,Winter,Yes,Venmo,23,Credit Card,Every 3 Months
643,64,Male,25,Arkansas,Spring,Yes,Credit Card,14,Debit Card,Bi-Weekly
644,18,Male,57,Oregon,Winter,Yes,Venmo,10,Bank Transfer,Every 3 Months
645,68,Male,93,Louisiana,Summer,Yes,Venmo,37,Cash,Weekly
646,62,Male,42,Oklahoma,Summer,Yes,Credit Card,15,Venmo,Bi-Weekly
647,51,Male,54,Indiana,Spring,Yes,Debit Card,19,Venmo,Bi-Weekly
648,54,Male,70,Mississippi,Summer,Yes,Bank Transfer,23,Credit Card,Fortnightly
649,22,Male,31,Michigan,Winter,Yes,Bank Transfer,35,Credit Card,Weekly
650,53,Male,93,Delaware,Spring,Yes,Credit Card,33,PayPal,Every 3 Months
651,34,Male,40,Florida,Spring,Yes,Venmo,12,Bank Transfer,Annually
652,32,Male,32,Arkansas,Summer,Yes,PayPal,41,Venmo,Fortnightly
653,64,Male,27,Minnesota,Winter,Yes,PayPal,27,Venmo,Weekly
654,20,Male,68,North Dakota,Winter,Yes,Credit Card,45,Cash,Fortnightly
655,24,Male,59,California,Summer,Yes,Bank Transfer,23,Venmo,Annually
656,20,Male,36,Mississippi,Fall,Yes,Debit Card,19,Venmo,Monthly
657,42,Male,23,Pennsylvania,Summer,Yes,Debit Card,6,PayPal,Quarterly
658,48,Male,80,Arizona,Winter,Yes,PayPal,6,PayPal,Quarterly
659,62,Male,37,Louisiana,Fall,Yes,Debit Card,20,Venmo,Weekly
660,62,Male,52,Virginia,Spring,Yes,Debit Card,8,Cash,Weekly
661,50,Male,79,Montana,Fall,Yes,Debit Card,39,Credit Card,Quarterly
662,57,Male,68,Iowa,Fall,Yes,Cash,39,Credit Card,Quarterly
663,24,Male,98,Illinois,Fall,Yes,Debit Card,39,Venmo,Bi-Weekly
